source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
233,I17916.AG,I17916,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
234,I18071.AG,I18071,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
235,I18072.AG,I18072,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
236,I18073.AG,I18073,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
237,I18074.AG,I18074,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
238,I18075.AG,I18075,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
239,I18077.AG,I18077,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
240,I18078.AG,I18078,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
241,I18082.AG,I18082,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
242,I18087.AG,I18087,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1500.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
243,I18088.AG,I18088,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1600.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
244,I18259.AG,I18259,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Hungary,"Szeged-Kiskundorozsma (Csongrád-Csanád County, Szeged)",46.278625,20.057699,-375.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
245,I18413.AG,I18413,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
246,I18415.AG,I18415,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
247,I18416.AG,I18416,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
248,I18417.AG,I18417,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
249,I18712.AG,I18712,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"D. Ostrvica, Pasičine (Split-Dalmatia County, Gata)",43.45783,16.74911,-1650.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
250,I18717.AG,I18717,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
251,I18718_d.AG,I18718,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
252,I18720.AG,I18720,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
253,I18724.AG,I18724,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
254,I18725.AG,I18725,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
255,I18727.AG,I18727,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
256,I18728.AG,I18728,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
257,I18729.AG,I18729,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
258,I18730.AG,I18730,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
259,I18732.AG,I18732,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
260,I18734.AG,I18734,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
261,I18735.AG,I18735,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
262,I18737.AG,I18737,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
263,I18738.AG,I18738,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
264,I18739.AG,I18739,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",44.852005,15.419944,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
265,I18745.AG,I18745,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
266,I18746.AG,I18746,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1590.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
267,I18747.AG,I18747,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1600.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
268,I18748.AG,I18748,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Bogomolje (Split-Dalmatia County, Općina Sućuraj)",43.130852,16.997339,-1750.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
269,I18752.AG,I18752,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1600.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
270,I18830.AG,I18830,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Velim-Kosa (Zadar County, Grad Benkovac)",43.88741,15.72534,-250.5,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
271,I18831.AG,I18831,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Velim-Kosa (Zadar County, Grad Benkovac)",43.88741,15.72534,-250.5,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
272,I22933.AG,I22933,"Armit et al., Antiquity 2023",AADR v66 1240K public annotation,Slovenia,Dolge njive (Šmarješke Toplice),45.867366,15.279788,-675.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
273,I22934.AG,I22934,"Armit et al., Antiquity 2023",AADR v66 1240K public annotation,Slovenia,Dolge njive (Šmarješke Toplice),45.867366,15.279788,-671.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
274,I22935.AG,I22935,"Armit et al., Antiquity 2023",AADR v66 1240K public annotation,Slovenia,Dolge njive (Šmarješke Toplice),45.867366,15.279788,-700.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
275,I22936.AG,I22936,"Armit et al., Antiquity 2023",AADR v66 1240K public annotation,Slovenia,Dolge njive (Šmarješke Toplice),45.867366,15.279788,-675.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
276,I22937.AG,I22937,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,"Grofove njive (Lower Carniola, Krško Municipality)",45.914224,15.4691,-565.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
277,I22938.AG,I22938,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Zagorje ob Savi (Central Sava),46.13711,14.992415,-475.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
278,I22940.AG,I22940,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Zagorje ob Savi (Central Sava),46.13711,14.992415,-475.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
279,I23205.AG,I23205,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
280,I23206.AG,I23206,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
281,I23207.AG,I23207,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
282,I23208.AG,I23208,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
283,I23209.AG,I23209,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",45.888056,20.166667,-1950.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
284,I23210.AG,I23210,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",45.888056,20.166667,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
285,I23211.AG,I23211,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",45.888056,20.166667,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
