evidence_layer,sample_or_terminal,site_or_locality,region,latitude,longitude,elevation_m,elevation_band,date_median_year_ce,lineage_focus,visible_comparator,source_dataset_label,source_publication_label,source_trace,claim_boundary
Period-relevant ancient-DNA sample rows,I23207.AG,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",not applicable,45.934722,20.404444,80.0,0-199 m,-1950.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23208.AG,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",not applicable,45.934722,20.404444,80.0,0-199 m,-1950.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23209.AG,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",not applicable,45.888056,20.166667,83.0,0-199 m,-1950.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23210.AG,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",not applicable,45.888056,20.166667,83.0,0-199 m,-1950.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23211.AG,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",not applicable,45.888056,20.166667,83.0,0-199 m,-1950.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23212.AG,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",not applicable,45.934722,20.404444,80.0,0-199 m,-1950.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23904.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-678.5,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23911.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-844.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23971.AG,Dolge njive (Šmarješke Toplice),not applicable,45.867366,15.279788,160.0,0-199 m,-673.5,other,No,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23974.AG,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-650.0,G2a,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23978.AG,Zagorje ob Savi (Central Sava),not applicable,46.13711,14.992415,269.0,200-499 m,-571.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23995.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-742.5,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I23996.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-794.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24342.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-1461.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24344.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-950.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24345.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-950.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24638.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-681.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24639.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-681.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24879.AG,"Skradnik-Sultanov-grob (Karlovac County, Općina Josipdol)",not applicable,45.21455,15.315809,315.0,200-499 m,-661.5,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24882.AG,"Mala-Metaljka (Sisak-Moslavina County, Grad Glina)",not applicable,45.173585,16.124298,453.0,200-499 m,-661.5,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I24883.AG,"Osor-Sveti-Petar (Primorje-Gorski Kotar County, Otok Cres)",not applicable,44.694464,14.3927,12.0,0-199 m,-800.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26702.AG,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",not applicable,43.524984,16.252825,36.0,0-199 m,100.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26703.AG,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",not applicable,43.524984,16.252825,36.0,0-199 m,100.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26704.AG,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",not applicable,43.524984,16.252825,36.0,0-199 m,100.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26705.AG,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",not applicable,43.524984,16.252825,36.0,0-199 m,100.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26707.AG,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",not applicable,43.524984,16.252825,36.0,0-199 m,100.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26708.AG,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",not applicable,43.524984,16.252825,36.0,0-199 m,100.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26709.AG,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",not applicable,43.51859,16.13651,7.0,0-199 m,450.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26718.AG,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",not applicable,43.51859,16.13651,7.0,0-199 m,250.0,R1b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26719.AG,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",not applicable,43.51859,16.13651,7.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26742.AG,"Jazinka Cave (Split-Dalmatia County, Općina Muć)",not applicable,43.705878,16.520021,810.0,>=800 m,-700.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26750.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26751.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26752.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,J2b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26753.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,G2a,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26754.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26761.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26762.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26763.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,R1b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26764.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26773.AG,"Mušego (Istria County, Grad Rovinj, Kokuletovica)",not applicable,45.068212,13.70839,102.0,0-199 m,-1375.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26774.AG,"Mušego (Istria County, Grad Rovinj, Kokuletovica)",not applicable,45.068212,13.70839,102.0,0-199 m,-1375.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26775.AG,"Zadar-Polačišća (Zadar County, Grad Zadar, Ulica Polačišća)",not applicable,44.1092,15.230634,13.0,0-199 m,200.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26893.AG,"Mušego (Istria County, Grad Rovinj, Kokuletovica)",not applicable,45.068212,13.70839,102.0,0-199 m,-1375.0,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26894.AG,"Gardun (Split-Dalmatia County, Grad Trilj, Novo Naselje)",not applicable,43.602409,16.715252,407.0,200-499 m,475.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26895.AG,"Gardun (Split-Dalmatia County, Grad Trilj, Novo Naselje)",not applicable,43.602409,16.715252,407.0,200-499 m,475.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I27295.AG,"Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)",not applicable,44.7787,20.248,78.0,0-199 m,525.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I27296.AG,"Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)",not applicable,44.7787,20.248,78.0,0-199 m,511.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I27297.AG,"Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)",not applicable,44.7787,20.248,78.0,0-199 m,482.5,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I27298.AG,"Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)",not applicable,44.7787,20.248,78.0,0-199 m,525.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I28446.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I28447.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I28448.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I32305.TW,"Viminacium-Stari-Kostolac (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733536,21.233453,71.0,0-199 m,114.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33808.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33809.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33885.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33886.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33888.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33889.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33890.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,G2a,Yes,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33893.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
