figure_panel,plotted_layer,sample_id,alternative_id,source_dataset_label,source_publication_label,country,site_or_location,published_group_label,latitude,longitude,date_text,date_median_year_ce,temporal_window,genetic_sex,autosomal_snp_count,mt_haplogroup,y_haplogroup_terminal,y_haplogroup_path,y_haplogroup_isogg,y_lineage_category,lineage_focus,s1_visible_comparator,s1_visibility_assignment_basis,s1_marker_role,coordinate_status,coordinate_source,claim_boundary
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I15536.AG,I15536,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Serbia,"Viminacium-Pécine (Braničevo District, Požarevac Municipality, Kostolac)",Serbia_LateAntiquity_ImperialRoman,44.733532,21.233453,1-400 CE,200.5,2500 BCE-550 CE,M,10965,U5a1j,G-L497,G-L497,G2a2b2a1a1b,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I15549.AG,I15549,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Serbia,"Medijana (Nišava District, Niš Municipality, Medijana)",Serbia_Gepids,43.311,21.946,"259-409 calCE (1705±15 BP, PSUAMS-8557)",334.0,2500 BCE-550 CE,M,451301,H5b,I-Y3148,I-Y3148,I1a2a1a1a1b1~,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I15550.AG,I15550,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Serbia,"Medijana (Nišava District, Niš Municipality, Medijana)",Serbia_Gepids,43.311,21.946,350-450 CE,400.0,2500 BCE-550 CE,M,17297,H41a,G,G,G,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16251.AG,I16251,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",Albania_Cinamak_IA,42.016111,20.369444,500-50 BCE,-275.0,2500 BCE-550 CE,M,436513,H1u2,R-Y43865,R-Y43865,R1b1a1b1b3,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16253.AG,I16253,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",Albania_Cinamak_IA,42.016111,20.369444,"658-403 calBCE (2405±20 BP, PSUAMS-7193)",-530.5,2500 BCE-550 CE,M,392490,H+152,J-Y37121,J-Y37121,J2b2a1a1a1a1a1b1a~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16254.AG,I16254,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",Albania_Cinamak_IA,42.016111,20.369444,600-400 BCE,-500.0,2500 BCE-550 CE,M,157553,T2b23,J-M241,J-M241,J2b2a,J2b other/unspecified,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16256.AG,I16256,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",Albania_Cinamak_IA,42.016111,20.369444,800-350 BCE,-575.0,2500 BCE-550 CE,F,298595,H+152,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16803.AG,I16803,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,"2022-1887 calBCE (3590±20 BP, PSUAMS-7933)",-1954.5,2500 BCE-550 CE,F,782001,H,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16813.AG,I16813,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",Serbia_BA-o,45.888056,20.166667,"2131-1942 calBCE (3645±20 BP, PSUAMS-7893)",-2036.5,2500 BCE-550 CE,M,783621,R1a1a,R-BY44535,R-BY44535,R1b1a1b1a1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I16814.AG,I16814,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",Serbia_LBA,45.888056,20.166667,"1011-901 calBCE (2800±20 BP, PSUAMS-7894)",-956.0,2500 BCE-550 CE,M,738689,H1e,R-BY44535,R-BY44535,R1b1a1b1a1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I17640.AG,I17640,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Albania,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",Albania_Cinamak_IA,42.016111,20.369444,600-400 BCE,-500.0,2500 BCE-550 CE,M,6317,n/a (<2x),..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I17912.AG,I17912,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",Serbia_BA_Maros,45.888056,20.166667,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,598260,V2,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I17913.AG,I17913,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Serbia,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",Serbia_BA_Maros,45.888056,20.166667,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,674947,H4a1a,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I17916.AG,I17916,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,M,168292,H+16311,I-Y4192,I-Y4192,I2a1a1b1~,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18071.AG,I18071,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,M,192427,J1c2,R-BY30952,R-BY30952,R1b1a1b1a1a2c1a3,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18072.AG,I18072,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,M,440457,H5n,R-L151,R-L151,R1b1a1b1a1a,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18073.AG,I18073,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,F,173703,U5b1c1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18074.AG,I18074,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,F,98244,H,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18075.AG,I18075,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,M,75972,T2c1a2,R-L754,R-L754,R1b,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18077.AG,I18077,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,F,475212,U5a1a1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18078.AG,I18078,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,F,389546,H5r,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18082.AG,I18082,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,F,453189,U5a1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18087.AG,I18087,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,2000-1000 BCE,-1500.0,2500 BCE-550 CE,F,347732,K1a+195,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18088.AG,I18088,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",Croatia_MBA_Cetina,43.967224,16.432671,1700-1500 BCE,-1600.0,2500 BCE-550 CE,M,103665,H5,J-Z593,J-Z593,J2b2a~,J2b other/unspecified,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18259.AG,I18259,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Hungary,"Szeged-Kiskundorozsma (Csongrád-Csanád County, Szeged)",Hungary_IA_SremGroup,46.278625,20.057699,450-300 BCE,-375.0,2500 BCE-550 CE,F,752155,I1a1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18413.AG,I18413,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,425116,H1+16278,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18415.AG,I18415,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,M,735491,H1aj1,R-L2,R-L2,R1b1a1b1a1a2b1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18416.AG,I18416,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,731009,H3,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18417.AG,I18417,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,M,729454,X2b+226,R-L2,R-L2,R1b1a1b1a1a2b1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18712.AG,I18712,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"D. Ostrvica, Pasičine (Split-Dalmatia County, Gata)",Croatia_BA,43.45783,16.74911,2500-800 BCE,-1650.0,2500 BCE-550 CE,M,602935,H1u,J-Z38241,J-Z38241,J2b2a1a1a1b~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18717.AG,I18717,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,M,526331,H5r,R-Y146117,R-Y146117,R1b1a1b1a1a,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18718_d.AG,I18718,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,6211,n/a (<2x),n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18720.AG,I18720,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,474320,U8b1b1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18724.AG,I18724,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,655119,HV0e,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18725.AG,I18725,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,M,656838,V10b1,R-L2,R-L2,R1b1a1b1a1a2b1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18727.AG,I18727,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,465552,T2c1d+152,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18728.AG,I18728,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,29794,T2c1d+152,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18729.AG,I18729,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,M,607693,T2b,R-L151,R-L151,R1b1a1b1a1a,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18730.AG,I18730,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,590125,U5b2b5,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18732.AG,I18732,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,M,626202,HV24,R-L2,R-L2,R1b1a1b1a1a2b1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18734.AG,I18734,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,455344,T2a1b1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I18735.AG,I18735,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",Croatia_MLBA,44.852005,15.419944,1500-800 BCE,-1150.0,2500 BCE-550 CE,F,62824,U5a1a1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
